pos_x,pscale
0.0,0.0
0.1528947353363037,0.023560000583529472
0.3057894706726074,0.047120001167058945
0.45868420600891113,0.07067999988794327
0.6115789413452148,0.09424000233411789
0.7644736766815186,0.11779999732971191
0.9173684120178223,0.14135999977588654
1.070263147354126,0.16491998732089996
1.2231578826904297,0.18848000466823578
1.3760526180267334,0.2120399922132492
1.528947353363037,0.23559999465942383
1.6818420886993408,0.25916001200675964
1.8347368240356445,0.28271999955177307
1.9876315593719482,0.3062799870967865
2.140526294708252,0.3298399746417999
2.2934210300445557,0.35339999198913574
2.4463157653808594,0.37696000933647156
2.599210500717163,0.400519996881485
2.752105236053467,0.4240799844264984
2.9049999713897705,0.44763997197151184
